orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,2015_rbtc_colle,2015__transfused_blood,2015_donated_blood_units,2015_blood_other_sources,2015_no_of_units_requested_from_other_transfusing_hospi,2015__blood_units_received_from_moh_706blood_transfusio,2015_moh_706_blood_units_transfused,2016_rbtc_colle,2016__transfused_blood,2016_donated_blood_units,2016_blood_other_sources,2016_no_of_units_requested_from_other_transfusing_hospi,2016__blood_units_received_from_moh_706blood_transfusio,2016_moh_706_blood_units_transfused,2017_rbtc_colle,2017__transfused_blood,2017_donated_blood_units,2017_blood_other_sources,2017_no_of_units_requested_from_other_transfusing_hospi,2017__blood_units_received_from_moh_706blood_transfusio,2017_moh_706_blood_units_transfused,2018_rbtc_colle,2018__transfused_blood,2018_donated_blood_units,2018_blood_other_sources,2018_no_of_units_requested_from_other_transfusing_hospi,2018__blood_units_received_from_moh_706blood_transfusio,2018_moh_706_blood_units_transfused,2019_rbtc_colle,2019__transfused_blood,2019_donated_blood_units,2019_blood_other_sources,2019_no_of_units_requested_from_other_transfusing_hospi,2019__blood_units_received_from_moh_706blood_transfusio,2019_moh_706_blood_units_transfused
Kenya,Nairobi County,Embakasi East Sub County,Mihango Ward,GSU Training School,DWLpIjoOcan,GSU Training School,12962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Jamii Yadah Medical Centre,iUpelNw5vDp,Jamii Yadah Medical Centre,19433.0,Utawala Shoping Moll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Jkia Health Centre,wMQsSLWQYPB,Jkia Health Centre,12991.0,Inside Airport Booking office  1st Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Joyland F Clinic Tassia,VjT4hdkblqM,Joyland F Clinic Tassia,23002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Kapu Medical Clinic,F935vIBMscX,Kapu Medical Clinic,13002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Kenya Airport Employees Association VCT,eMk3WxPZbfg,Kenya Airport Employees Association VCT,18274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Kenya Airways Pride Clinic,T5FeGw7Gf1Z,Kenya Airways Pride Clinic,22018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Komarock Modern Hospital Utawala,MblJKmnBb5u,Komarock Modern Hospital Utawala,22352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,185.0,,,,,,379.0,242.0
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Lina Medical Services,pJMTYt2h0jk,Lina Medical Services,20406.0,Behind Nairobi Gospel Centre  Opp. Taj Mall Off Outering Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Mariakani Cottage Hospital (Utawala),kj4AhTyo46r,Mariakani Cottage Hospital (Utawala),19432.0,Utawala Shopping Mall,,,,,,,,,,,,,,,,,,,,25.0,9.0,,,,,,4.0,2.0,,,,,,1.0,1.0
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Medigold,vvn3gDTLRiA,Medigold,22052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Mediheart Outpatient and Maternity Home,msfMrh509dR,Mediheart Outpatient and Maternity Home,23434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,Meridian Medical Donholm Clinic,VIZr6vkJjBo,Meridian Medical Donholm Clinic,17727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Mihango Ward,Mihang'o Community Dispensary,AgXw85ObcL2,Mihang'o Community Dispensary,23373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Mmak Embakasi Stand Alone VCT,FPKq9W5nRvM,Mmak Embakasi Stand Alone VCT,18275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Mwatate Healthcare Centre,gHbligMG9MS,Mwatate Healthcare Centre,19454.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Nimoli Medical Services,TIqvGd9EDw4,Nimoli Medical Services,21026.0,Medical Clinic,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Olivelink Healthcare Limited,hcpJNX7CiyH,Olivelink Healthcare Limited,24991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Patanisho Maternity and Nursing Home,udyfhz4XKDn,Patanisho Maternity and Nursing Home,12977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Penda health limited tassia,FMfRlJ4x2kp,Penda health limited tassia,25344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Reinha Rosary Clinic,A9EmK1ExZyT,Reinha Rosary Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,162.0,,,,,,100.0,95.0
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,RFH Health Care LTF-Embakasi Medical Clinic,z55q9LfRKNk,RFH Health Care LTF-Embakasi Medical Clinic,24174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Romieva Medical Centre Tassia,AUKciUX45L6,Romieva Medical Centre Tassia,17861.0,Near Taj Mall Pipeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Ropas Medical Clinic,jVgzrWuEsWk,Ropas Medical Clinic,26016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Lower Savannah Ward,Soweto Kayole Phc Health Centre,fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017.0,Near Soweto Kayole Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,St Barkita Dispensary Utawala,AYsyVI9BxYn,St Barkita Dispensary Utawala,17723.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,St Clare Medical Clinic,yuAIRDy4U3u,St Clare Medical Clinic,18465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,St Mark Medical Clinic (Nairobi East),kUuuDWVUKRv,St Mark Medical Clinic (Nairobi East),13214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Mihango Ward,St Raphael's Clinic,yE0YJfPxCUc,St Raphael's Clinic,17683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Upper Savannah Ward,SWOP Clinic Donholm,R2rsYA67uem,SWOP Clinic Donholm,22349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,The Nairobi West Hospital Utawala,W14cuna7j89,The Nairobi West Hospital Utawala,25571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,Utawala Estate Health Centre,cjbTAkQv6fI,Utawala Estate Health Centre,18464.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Vebeneza Medical Clinic,kfZYOteB1Q6,Vebeneza Medical Clinic,23719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi East Sub County,Embakasi Ward,Wentworth Hospital,x84Ar1RLLLh,Wentworth Hospital,13257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,BHESP,QdXBJMDuLh5,BHESP,22863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Brother Andre Medial Centre,X43Tf1LIRXh,Brother Andre Medial Centre,12887.0,,,,,,,,,,,,,,,,,,,,,18.0,10.0,,,,,,46.0,30.0,,,,,,76.0,61.0
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Closed_Duplicate_Lea Toto Clinic (Kariobangi South),uaoUa5YhfZp,Closed_Duplicate_Lea Toto Clinic (Kariobangi South),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Dandora Health Services,d5sJ0lZqztK,Dandora Health Services,17997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Dandora I Health Centre,zQh2n2JcWtl,Dandora I Health Centre,12913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Dandora II Health Centre,DBROL4dIIzA,Dandora II Health Centre,12912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Dandora Medical Centre,AIYatK2Im6m,Dandora Medical Centre,18220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Delta Medical Clinic Dandora,TtI9Z0VOCDt,Delta Medical Clinic Dandora,12915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Flavour Medical Clinic,QB1sJCVMyBg,Flavour Medical Clinic,,CLOSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Good Neighbours Medical Clinic,Dis7AHWeZ0R,Good Neighbours Medical Clinic,19619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Good Samaritan Dispensary,zxi7V0eJPOR,Good Samaritan Dispensary,12959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Hakika Medical clinic,fdqvLPWLeSU,Hakika Medical clinic,25725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Jamii Medical Hospital,O4bON1ra4sM,Jamii Medical Hospital,12986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Kariobangi (Catholic) Dispensary,KPrrw7aWcTb,Kariobangi (Catholic) Dispensary,18484.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,21.0,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Kariobangi EDARP,EEKdchSCqh9,Kariobangi EDARP,18743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Kariobangi Health Centre,iBcBmbBexUS,Kariobangi Health Centre,13006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Karma Dispensary,TONBXSLbYKX,Karma Dispensary,13008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Karomo Medical And Family Planning Clinic,rmYigLrONTO,Karomo Medical And Family Planning Clinic,17995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Lea Toto (Kariobangi North),QaPgykvnQjc,Lea Toto (Kariobangi North),13045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Mkunga Nursing Home,dNNCJcHxNSm,Mkunga Nursing Home,13094.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,9.0,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Mundoro Medical Clinic (Dandora),CBBSciFAcbq,Mundoro Medical Clinic (Dandora),13102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Newlight Medical Centre,WYkdVJmRNya,Newlight Medical Centre,20530.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,7.0,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area II Ward,Oasis Medical Clinic,zlzLmCOmyPD,Oasis Medical Clinic,18436.0,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Paradise Medical Centre (Dandora Area IV),ecAbIZginiV,Paradise Medical Centre (Dandora Area IV),18387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,PCEA Dandora Clinic,oSDjDpuZqxu,PCEA Dandora Clinic,12910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Premium Health Services,ThPYMKU1wtX,Premium Health Services,18744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Provide Internatinal Clinic (Dandora),vcb5Bl60dD5,Provide Internatinal Clinic (Dandora),13148.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Samaritan Medical Services (Dandora),cqx1Wknhos7,Samaritan Medical Services (Dandora),13176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Selina's Health Care,VDo8ueN5MiE,Selina's Health Care,22855.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area III Ward,Senate Health Services,K85ruHJPSV8,Senate Health Services,18662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Shawif Medical Services,BI8l6jHDWkR,Shawif Medical Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,St Alice (EDARP) Dandora Clinic,BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Kariobangi North Ward,Swop Korogocho,WF5Bjbhvqtq,Swop Korogocho,19271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi North Sub County,Dandora Area I Ward,Wamunga Health Clinic,XioTp4dN5vI,Wamunga Health Clinic,13251.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Alice Nursing Home,fJ4j8C8VcLS,Alice Nursing Home,12869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Avenue Health Care Embakasi,aRaEsl6oN5L,Avenue Health Care Embakasi,22562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Baldo Ippolita (Catholic) Health Centre,TZIZf95N8SM,Baldo Ippolita (Catholic) Health Centre,24270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Bizet Medical Clinic,vuy4rFctW7N,Bizet Medical Clinic,24500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Blessed Medicare Centre,TcVWlqA9LAf,Blessed Medicare Centre,21903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Buruburu Friends Clinic,wuXKFMlAyr7,Buruburu Friends Clinic,18273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Cidi Mukuru Clinic,A9qrbBjlkOI,Cidi Mukuru Clinic,12897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Embakasi East Subcounty Office,sWE2QXIZUUp,Embakasi East Subcounty Office,19252.0,Inside Mukuru Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Embakasi Medical Centre,PPSjQRRueFP,Embakasi Medical Centre,19437.0,Next Caltex Petrol Station City Kabanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Hope World Wide Kenya Mukuru Clinic,FR5Qs4l6xLj,Hope World Wide Kenya Mukuru Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,Hope World Wide Kenya Mukuru Clinic,EEgdQUWsTLK,Hope World Wide Kenya Mukuru Clinic,17684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,I Choose Life Africa,PcBMVnOHozA,I Choose Life Africa,18201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Imara Health Centre,pM6L7uFojJG,Imara Health Centre,17685.0,Near Aa Mukuru,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Imara Medical Clinic,tX45wOtLw5K,Imara Medical Clinic,12981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Jamii Medical Clinic (Mukuru),vYLDQuit7QN,Jamii Medical Clinic (Mukuru),19446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Josiah Community Medical Centre,rinX0k4Yb30,Josiah Community Medical Centre,20450.0,Opposite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Kware Dispensary,vshyHFPS1Mo,Kware Dispensary,23414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,Lea Toto Community (Mukuru Reuben),HfiSnxwebzM,Lea Toto Community (Mukuru Reuben),17720.0,Opposit Mukuru rueben Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kware Ward,Mayflower Clinic,OIUCAFC6TwJ,Mayflower Clinic,13079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,MC Finely Healthcare2,WX7xXipBHVj,MC Finely Healthcare2,24631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Mission Care Nursing Home,pd8QWEyzxge,Mission Care Nursing Home,23482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Mother Ippolata Mukuru Clinic,luD7OuRR6P4,Mother Ippolata Mukuru Clinic,17724.0,Opposite Mukuru Njenga Chiefs Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Mukuru Centre of Hope,BqvXvN5zIo5,Mukuru Centre of Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Imara Daima Ward,Mukuru Health Centre,Fc0JkHQA1og,Mukuru Health Centre,18463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Mukuru Mmm Clinic,l2TrhYBtbC8,Mukuru Mmm Clinic,13101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Mwatate Clinic,A1f76xYcu4K,Mwatate Clinic,13106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Pipeline (PCEA) Medical Clinic,zw0tHOokW7n,Pipeline (PCEA) Medical Clinic,19700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Pipeline Medical Health Services,cRxx0JVoVDn,Pipeline Medical Health Services,13143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Pipeline Nursing Home,apKYnsMHEmX,Pipeline Nursing Home,12978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Kenya,Nairobi County,Embakasi South Sub County,Kwa Reuben Ward,Reuben Health Centre,OzMYgsrBB3L,Reuben Health Centre,13173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Kwa Njenga Ward,Scion Healthcare Ltd Clinic,F40LhSvsQqC,Scion Healthcare Ltd Clinic,19449.0,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,The Mater Embakasi Clinic,i3SHLrw2hiS,The Mater Embakasi Clinic,19434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi South Sub County,Pipeline Ward,Vegpro Kenya Limited Clinic,CJOE1alfBij,Vegpro Kenya Limited Clinic,18202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja I Ward,Bahati Community Hospital,CT6CqYdz7Rc,Bahati Community Hospital,22342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja I Ward,Bliss Medical Center(Umoja 2),EZjRJOUOEnL,Bliss Medical Center(Umoja 2),25656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja II Ward,Brightstar Medical Centre,GUKZuRV8Jdp,Brightstar Medical Centre,22686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Kariobangi South Ward,Cefi Nursing Home,TFPh99YSrmm,Cefi Nursing Home,24789.0,near mutarakwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja I Ward,Closed_Duplicate_Provide Mutindwa,H8NMxClMve6,Closed_Duplicate_Provide Mutindwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja I Ward,Corbon Health Care,wdWtyAEuHOH,Corbon Health Care,19439.0,Opp Jesca Supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Mowlem Ward,Dandora (EDARP) Clinic,FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja II Ward,Darushif Medical Clinic,Uq8ELN6b34h,Darushif Medical Clinic,18276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Kariobangi South Ward,Divine Mercy Parish Dispensary,cI1hGXgVJ6Z,Divine Mercy Parish Dispensary,18388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Kariobangi South Ward,Doulos Youth Friendly And VCT,Ae24i77C2lF,Doulos Youth Friendly And VCT,20529.0,Funtional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja I Ward,Emmaus Nursing Home,eTyvnljzhoG,Emmaus Nursing Home,12936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Umoja II Ward,Hakati Medical Clinic,ONAdqxYAumV,Hakati Medical Clinic,12967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Kariobangi South Ward,Jamii Health Clinic,eWfNhQ9xcqb,Jamii Health Clinic,24144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Nairobi County,Embakasi West Sub County,Kariobangi South Ward,Jerusalem Clinic,tH4jWfv5j99,Jerusalem Clinic,12989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
